Id,Date
3429,2015-09-13
4285,2015-09-12
5141,2015-09-11
5997,2015-09-10
6853,2015-09-09
7709,2015-09-08
8565,2015-09-07
9421,2015-09-06
10277,2015-09-05
11133,2015-09-04
11989,2015-09-03
12845,2015-09-02
13701,2015-09-01
14557,2015-08-31
15413,2015-08-30
16269,2015-08-29
17125,2015-08-28
17981,2015-08-27
18837,2015-08-26
19693,2015-08-25
20549,2015-08-24
21405,2015-08-23
22261,2015-08-22
23117,2015-08-21
23973,2015-08-20
24829,2015-08-19
25685,2015-08-18
26541,2015-08-17
27397,2015-08-16
28253,2015-08-15
29109,2015-08-14
29965,2015-08-13
30821,2015-08-12
31677,2015-08-11
32533,2015-08-10
33389,2015-08-09
34245,2015-08-08
35101,2015-08-07
35957,2015-08-06
36813,2015-08-05
37669,2015-08-04
38525,2015-08-03
39381,2015-08-02
40237,2015-08-01
6,2015-09-17
862,2015-09-16
1718,2015-09-15
2574,2015-09-14
3430,2015-09-13
4286,2015-09-12
5142,2015-09-11
5998,2015-09-10
6854,2015-09-09
7710,2015-09-08
8566,2015-09-07
9422,2015-09-06
10278,2015-09-05
11134,2015-09-04
11990,2015-09-03
12846,2015-09-02
13702,2015-09-01
14558,2015-08-31
15414,2015-08-30
16270,2015-08-29
17126,2015-08-28
17982,2015-08-27
18838,2015-08-26
19694,2015-08-25
20550,2015-08-24
21406,2015-08-23
22262,2015-08-22
23118,2015-08-21
23974,2015-08-20
24830,2015-08-19
25686,2015-08-18
26542,2015-08-17
27398,2015-08-16
28254,2015-08-15
29110,2015-08-14
29966,2015-08-13
30822,2015-08-12
31678,2015-08-11
32534,2015-08-10
33390,2015-08-09
34246,2015-08-08
35102,2015-08-07
35958,2015-08-06
36814,2015-08-05
37670,2015-08-04
38526,2015-08-03
39382,2015-08-02
40238,2015-08-01
7,2015-09-17
863,2015-09-16
1719,2015-09-15
2575,2015-09-14
3431,2015-09-13
4287,2015-09-12
5143,2015-09-11
5999,2015-09-10
6855,2015-09-09
7711,2015-09-08
8567,2015-09-07
9423,2015-09-06
10279,2015-09-05
11135,2015-09-04
11991,2015-09-03
12847,2015-09-02
13703,2015-09-01
14559,2015-08-31
15415,2015-08-30
16271,2015-08-29
17127,2015-08-28
17983,2015-08-27
18839,2015-08-26
19695,2015-08-25
20551,2015-08-24
21407,2015-08-23
22263,2015-08-22
23119,2015-08-21
23975,2015-08-20
24831,2015-08-19
25687,2015-08-18
26543,2015-08-17
27399,2015-08-16
28255,2015-08-15
29111,2015-08-14
29967,2015-08-13
30823,2015-08-12
31679,2015-08-11
32535,2015-08-10
33391,2015-08-09
34247,2015-08-08
35103,2015-08-07
35959,2015-08-06
36815,2015-08-05
37671,2015-08-04
38527,2015-08-03
39383,2015-08-02
40239,2015-08-01
8,2015-09-17
864,2015-09-16
1720,2015-09-15
2576,2015-09-14
3432,2015-09-13
4288,2015-09-12
5144,2015-09-11
6000,2015-09-10
6856,2015-09-09
7712,2015-09-08
8568,2015-09-07
9424,2015-09-06
10280,2015-09-05
11136,2015-09-04
11992,2015-09-03
12848,2015-09-02
13704,2015-09-01
14560,2015-08-31
15416,2015-08-30
16272,2015-08-29
17128,2015-08-28
17984,2015-08-27
18840,2015-08-26
19696,2015-08-25
20552,2015-08-24
21408,2015-08-23
22264,2015-08-22
23120,2015-08-21
23976,2015-08-20
24832,2015-08-19
25688,2015-08-18
26544,2015-08-17
27400,2015-08-16
28256,2015-08-15
29112,2015-08-14
29968,2015-08-13
30824,2015-08-12
31680,2015-08-11
32536,2015-08-10
33392,2015-08-09
34248,2015-08-08
35104,2015-08-07
35960,2015-08-06
36816,2015-08-05
37672,2015-08-04
38528,2015-08-03
39384,2015-08-02
40240,2015-08-01
9,2015-09-17
865,2015-09-16
1721,2015-09-15
2577,2015-09-14
3433,2015-09-13
4289,2015-09-12
5145,2015-09-11
6001,2015-09-10
6857,2015-09-09
7713,2015-09-08
8569,2015-09-07
9425,2015-09-06
10281,2015-09-05
11137,2015-09-04
11993,2015-09-03
12849,2015-09-02
13705,2015-09-01
14561,2015-08-31
15417,2015-08-30
16273,2015-08-29
17129,2015-08-28
17985,2015-08-27
18841,2015-08-26
19697,2015-08-25
20553,2015-08-24
21409,2015-08-23
22265,2015-08-22
23121,2015-08-21
23977,2015-08-20
24833,2015-08-19
25689,2015-08-18
26545,2015-08-17
27401,2015-08-16
28257,2015-08-15
29113,2015-08-14
29969,2015-08-13
30825,2015-08-12
31681,2015-08-11
32537,2015-08-10
33393,2015-08-09
34249,2015-08-08
35105,2015-08-07
35961,2015-08-06
36817,2015-08-05
37673,2015-08-04
38529,2015-08-03
39385,2015-08-02
40241,2015-08-01
10,2015-09-17
866,2015-09-16
1722,2015-09-15
2578,2015-09-14
3434,2015-09-13
4290,2015-09-12
5146,2015-09-11
6002,2015-09-10
6858,2015-09-09
7714,2015-09-08
8570,2015-09-07
9426,2015-09-06
10282,2015-09-05
11138,2015-09-04
11994,2015-09-03
12850,2015-09-02
13706,2015-09-01
14562,2015-08-31
15418,2015-08-30
16274,2015-08-29
17130,2015-08-28
17986,2015-08-27
18842,2015-08-26
19698,2015-08-25
20554,2015-08-24
21410,2015-08-23
22266,2015-08-22
23122,2015-08-21
23978,2015-08-20
24834,2015-08-19
25690,2015-08-18
26546,2015-08-17
27402,2015-08-16
28258,2015-08-15
29114,2015-08-14
29970,2015-08-13
30826,2015-08-12
31682,2015-08-11
32538,2015-08-10
33394,2015-08-09
34250,2015-08-08
35106,2015-08-07
35962,2015-08-06
36818,2015-08-05
37674,2015-08-04
38530,2015-08-03
39386,2015-08-02
40242,2015-08-01
11,2015-09-17
867,2015-09-16
1723,2015-09-15
2579,2015-09-14
3435,2015-09-13
4291,2015-09-12
5147,2015-09-11
6003,2015-09-10
6859,2015-09-09
7715,2015-09-08
8571,2015-09-07
9427,2015-09-06
10283,2015-09-05
11139,2015-09-04
11995,2015-09-03
12851,2015-09-02
13707,2015-09-01
14563,2015-08-31
15419,2015-08-30
16275,2015-08-29
17131,2015-08-28
17987,2015-08-27
18843,2015-08-26
19699,2015-08-25
20555,2015-08-24
21411,2015-08-23
22267,2015-08-22
23123,2015-08-21
23979,2015-08-20
24835,2015-08-19
25691,2015-08-18
26547,2015-08-17
27403,2015-08-16
28259,2015-08-15
29115,2015-08-14
29971,2015-08-13
30827,2015-08-12
31683,2015-08-11
32539,2015-08-10
33395,2015-08-09
34251,2015-08-08
35107,2015-08-07
35963,2015-08-06
36819,2015-08-05
37675,2015-08-04
38531,2015-08-03
39387,2015-08-02
40243,2015-08-01
12,2015-09-17
868,2015-09-16
1724,2015-09-15
2580,2015-09-14
3436,2015-09-13
4292,2015-09-12
5148,2015-09-11
6004,2015-09-10
6860,2015-09-09
7716,2015-09-08
8572,2015-09-07
9428,2015-09-06
10284,2015-09-05
11140,2015-09-04
11996,2015-09-03
12852,2015-09-02
13708,2015-09-01
14564,2015-08-31
15420,2015-08-30
16276,2015-08-29
17132,2015-08-28
17988,2015-08-27
18844,2015-08-26
19700,2015-08-25
20556,2015-08-24
21412,2015-08-23
22268,2015-08-22
23124,2015-08-21
23980,2015-08-20
24836,2015-08-19
25692,2015-08-18
26548,2015-08-17
27404,2015-08-16
28260,2015-08-15
29116,2015-08-14
29972,2015-08-13
30828,2015-08-12
31684,2015-08-11
32540,2015-08-10
33396,2015-08-09
34252,2015-08-08
35108,2015-08-07
35964,2015-08-06
36820,2015-08-05
37676,2015-08-04
38532,2015-08-03
39388,2015-08-02
40244,2015-08-01
13,2015-09-17
869,2015-09-16
1725,2015-09-15
2581,2015-09-14
3437,2015-09-13
4293,2015-09-12
5149,2015-09-11
6005,2015-09-10
6861,2015-09-09
7717,2015-09-08
8573,2015-09-07
9429,2015-09-06
10285,2015-09-05
11141,2015-09-04
11997,2015-09-03
12853,2015-09-02
13709,2015-09-01
14565,2015-08-31
15421,2015-08-30
16277,2015-08-29
17133,2015-08-28
17989,2015-08-27
18845,2015-08-26
19701,2015-08-25
20557,2015-08-24
21413,2015-08-23
22269,2015-08-22
23125,2015-08-21
23981,2015-08-20
24837,2015-08-19
25693,2015-08-18
26549,2015-08-17
27405,2015-08-16
28261,2015-08-15
29117,2015-08-14
29973,2015-08-13
30829,2015-08-12
31685,2015-08-11
32541,2015-08-10
33397,2015-08-09
34253,2015-08-08
35109,2015-08-07
35965,2015-08-06
36821,2015-08-05
37677,2015-08-04
38533,2015-08-03
39389,2015-08-02
40245,2015-08-01
14,2015-09-17
870,2015-09-16
1726,2015-09-15
2582,2015-09-14
3438,2015-09-13
4294,2015-09-12
5150,2015-09-11
6006,2015-09-10
6862,2015-09-09
7718,2015-09-08
8574,2015-09-07
9430,2015-09-06
10286,2015-09-05
11142,2015-09-04
11998,2015-09-03
12854,2015-09-02
13710,2015-09-01
14566,2015-08-31
15422,2015-08-30
16278,2015-08-29
17134,2015-08-28
17990,2015-08-27
18846,2015-08-26
19702,2015-08-25
20558,2015-08-24
21414,2015-08-23
22270,2015-08-22
23126,2015-08-21
23982,2015-08-20
24838,2015-08-19
25694,2015-08-18
26550,2015-08-17
27406,2015-08-16
28262,2015-08-15
29118,2015-08-14
29974,2015-08-13
30830,2015-08-12
31686,2015-08-11
32542,2015-08-10
33398,2015-08-09
34254,2015-08-08
35110,2015-08-07
35966,2015-08-06
36822,2015-08-05
37678,2015-08-04
38534,2015-08-03
39390,2015-08-02
40246,2015-08-01
15,2015-09-17
871,2015-09-16
1727,2015-09-15
2583,2015-09-14
3439,2015-09-13
4295,2015-09-12
5151,2015-09-11
6007,2015-09-10
6863,2015-09-09
7719,2015-09-08
8575,2015-09-07
9431,2015-09-06
10287,2015-09-05
11143,2015-09-04
11999,2015-09-03
12855,2015-09-02
13711,2015-09-01
14567,2015-08-31
15423,2015-08-30
16279,2015-08-29
17135,2015-08-28
17991,2015-08-27
18847,2015-08-26
19703,2015-08-25
20559,2015-08-24
21415,2015-08-23
22271,2015-08-22
23127,2015-08-21
23983,2015-08-20
24839,2015-08-19
25695,2015-08-18
26551,2015-08-17
27407,2015-08-16
28263,2015-08-15
29119,2015-08-14
29975,2015-08-13
30831,2015-08-12
31687,2015-08-11
32543,2015-08-10
33399,2015-08-09
34255,2015-08-08
35111,2015-08-07
35967,2015-08-06
36823,2015-08-05
37679,2015-08-04
38535,2015-08-03
39391,2015-08-02
40247,2015-08-01
16,2015-09-17
872,2015-09-16
1728,2015-09-15
2584,2015-09-14
3440,2015-09-13
4296,2015-09-12
5152,2015-09-11
6008,2015-09-10
6864,2015-09-09
7720,2015-09-08
8576,2015-09-07
9432,2015-09-06
10288,2015-09-05
11144,2015-09-04
12000,2015-09-03
12856,2015-09-02
13712,2015-09-01
14568,2015-08-31
15424,2015-08-30
16280,2015-08-29
17136,2015-08-28
17992,2015-08-27
18848,2015-08-26
19704,2015-08-25
20560,2015-08-24
21416,2015-08-23
22272,2015-08-22
23128,2015-08-21
23984,2015-08-20
24840,2015-08-19
25696,2015-08-18
26552,2015-08-17
27408,2015-08-16
28264,2015-08-15
29120,2015-08-14
29976,2015-08-13
30832,2015-08-12
31688,2015-08-11
32544,2015-08-10
33400,2015-08-09
34256,2015-08-08
35112,2015-08-07
35968,2015-08-06
36824,2015-08-05
37680,2015-08-04
38536,2015-08-03
39392,2015-08-02
40248,2015-08-01
17,2015-09-17
873,2015-09-16
1729,2015-09-15
2585,2015-09-14
3441,2015-09-13
4297,2015-09-12
5153,2015-09-11
6009,2015-09-10
6865,2015-09-09
7721,2015-09-08
8577,2015-09-07
9433,2015-09-06
10289,2015-09-05
11145,2015-09-04
12001,2015-09-03
12857,2015-09-02
13713,2015-09-01
14569,2015-08-31
15425,2015-08-30
16281,2015-08-29
17137,2015-08-28
17993,2015-08-27
18849,2015-08-26
19705,2015-08-25
20561,2015-08-24
21417,2015-08-23
22273,2015-08-22
23129,2015-08-21
23985,2015-08-20
24841,2015-08-19
25697,2015-08-18
26553,2015-08-17
27409,2015-08-16
28265,2015-08-15
29121,2015-08-14
29977,2015-08-13
30833,2015-08-12
31689,2015-08-11
32545,2015-08-10
33401,2015-08-09
34257,2015-08-08
35113,2015-08-07
35969,2015-08-06
36825,2015-08-05
37681,2015-08-04
38537,2015-08-03
39393,2015-08-02
40249,2015-08-01
18,2015-09-17
874,2015-09-16
1730,2015-09-15
2586,2015-09-14
3442,2015-09-13
4298,2015-09-12
5154,2015-09-11
6010,2015-09-10
6866,2015-09-09
7722,2015-09-08
8578,2015-09-07
9434,2015-09-06
10290,2015-09-05
11146,2015-09-04
12002,2015-09-03
12858,2015-09-02
13714,2015-09-01
14570,2015-08-31
15426,2015-08-30
16282,2015-08-29
17138,2015-08-28
17994,2015-08-27
18850,2015-08-26
19706,2015-08-25
20562,2015-08-24
21418,2015-08-23
22274,2015-08-22
23130,2015-08-21
23986,2015-08-20
24842,2015-08-19
25698,2015-08-18
26554,2015-08-17
27410,2015-08-16
28266,2015-08-15
29122,2015-08-14
29978,2015-08-13
30834,2015-08-12
31690,2015-08-11
32546,2015-08-10
33402,2015-08-09
34258,2015-08-08
35114,2015-08-07
35970,2015-08-06
36826,2015-08-05
37682,2015-08-04
38538,2015-08-03
39394,2015-08-02
40250,2015-08-01
19,2015-09-17
875,2015-09-16
1731,2015-09-15
2587,2015-09-14
3443,2015-09-13
4299,2015-09-12
5155,2015-09-11
6011,2015-09-10
6867,2015-09-09
7723,2015-09-08
8579,2015-09-07
9435,2015-09-06
10291,2015-09-05
11147,2015-09-04
12003,2015-09-03
12859,2015-09-02
13715,2015-09-01
14571,2015-08-31
15427,2015-08-30
16283,2015-08-29
17139,2015-08-28
17995,2015-08-27
18851,2015-08-26
19707,2015-08-25
20563,2015-08-24
21419,2015-08-23
22275,2015-08-22
23131,2015-08-21
23987,2015-08-20
24843,2015-08-19
25699,2015-08-18
26555,2015-08-17
27411,2015-08-16
28267,2015-08-15
29123,2015-08-14
29979,2015-08-13
30835,2015-08-12
31691,2015-08-11
32547,2015-08-10
33403,2015-08-09
34259,2015-08-08
35115,2015-08-07
35971,2015-08-06
36827,2015-08-05
37683,2015-08-04
38539,2015-08-03
39395,2015-08-02
40251,2015-08-01
20,2015-09-17
876,2015-09-16
1732,2015-09-15
2588,2015-09-14
3444,2015-09-13
4300,2015-09-12
5156,2015-09-11
6012,2015-09-10
6868,2015-09-09
7724,2015-09-08
8580,2015-09-07
9436,2015-09-06
10292,2015-09-05
11148,2015-09-04
12004,2015-09-03
12860,2015-09-02
13716,2015-09-01
14572,2015-08-31
15428,2015-08-30
16284,2015-08-29
17140,2015-08-28
17996,2015-08-27
18852,2015-08-26
19708,2015-08-25
20564,2015-08-24
21420,2015-08-23
22276,2015-08-22
23132,2015-08-21
23988,2015-08-20
24844,2015-08-19
25700,2015-08-18
26556,2015-08-17
27412,2015-08-16
28268,2015-08-15
29124,2015-08-14
29980,2015-08-13
30836,2015-08-12
31692,2015-08-11
32548,2015-08-10
33404,2015-08-09
34260,2015-08-08
35116,2015-08-07
35972,2015-08-06
36828,2015-08-05
37684,2015-08-04
38540,2015-08-03
39396,2015-08-02
40252,2015-08-01
21,2015-09-17
877,2015-09-16
1733,2015-09-15
2589,2015-09-14
3445,2015-09-13
4301,2015-09-12
5157,2015-09-11
6013,2015-09-10
6869,2015-09-09
7725,2015-09-08
8581,2015-09-07
9437,2015-09-06
10293,2015-09-05
11149,2015-09-04
12005,2015-09-03
12861,2015-09-02
13717,2015-09-01
14573,2015-08-31
15429,2015-08-30
16285,2015-08-29
17141,2015-08-28
17997,2015-08-27
18853,2015-08-26
19709,2015-08-25
20565,2015-08-24
21421,2015-08-23
22277,2015-08-22
23133,2015-08-21
23989,2015-08-20
24845,2015-08-19
25701,2015-08-18
26557,2015-08-17
27413,2015-08-16
28269,2015-08-15
29125,2015-08-14
29981,2015-08-13
30837,2015-08-12
31693,2015-08-11
32549,2015-08-10
33405,2015-08-09
34261,2015-08-08
35117,2015-08-07
35973,2015-08-06
36829,2015-08-05
37685,2015-08-04
38541,2015-08-03
39397,2015-08-02
40253,2015-08-01
22,2015-09-17
878,2015-09-16
1734,2015-09-15
2590,2015-09-14
3446,2015-09-13
4302,2015-09-12
5158,2015-09-11
6014,2015-09-10
6870,2015-09-09
7726,2015-09-08
8582,2015-09-07
9438,2015-09-06
10294,2015-09-05
11150,2015-09-04
12006,2015-09-03
12862,2015-09-02
13718,2015-09-01
14574,2015-08-31
15430,2015-08-30
16286,2015-08-29
17142,2015-08-28
17998,2015-08-27
18854,2015-08-26
19710,2015-08-25
20566,2015-08-24
21422,2015-08-23
22278,2015-08-22
23134,2015-08-21
23990,2015-08-20
24846,2015-08-19
25702,2015-08-18
26558,2015-08-17
27414,2015-08-16
28270,2015-08-15
29126,2015-08-14
29982,2015-08-13
30838,2015-08-12
31694,2015-08-11
32550,2015-08-10
33406,2015-08-09
34262,2015-08-08
35118,2015-08-07
35974,2015-08-06
36830,2015-08-05
37686,2015-08-04
38542,2015-08-03
39398,2015-08-02
40254,2015-08-01
23,2015-09-17
879,2015-09-16
1735,2015-09-15
2591,2015-09-14
3447,2015-09-13
4303,2015-09-12
5159,2015-09-11
6015,2015-09-10
6871,2015-09-09
7727,2015-09-08
8583,2015-09-07
9439,2015-09-06
10295,2015-09-05
11151,2015-09-04
12007,2015-09-03
12863,2015-09-02
13719,2015-09-01
14575,2015-08-31
15431,2015-08-30
16287,2015-08-29
17143,2015-08-28
17999,2015-08-27
18855,2015-08-26
19711,2015-08-25
20567,2015-08-24
21423,2015-08-23
22279,2015-08-22
23135,2015-08-21
23991,2015-08-20
24847,2015-08-19
25703,2015-08-18
26559,2015-08-17
27415,2015-08-16
28271,2015-08-15
29127,2015-08-14
29983,2015-08-13
30839,2015-08-12
31695,2015-08-11
32551,2015-08-10
33407,2015-08-09
34263,2015-08-08
35119,2015-08-07
35975,2015-08-06
36831,2015-08-05
37687,2015-08-04
38543,2015-08-03
39399,2015-08-02
40255,2015-08-01
24,2015-09-17
880,2015-09-16
1736,2015-09-15
2592,2015-09-14
3448,2015-09-13
4304,2015-09-12
5160,2015-09-11
6016,2015-09-10
6872,2015-09-09
7728,2015-09-08
8584,2015-09-07
9440,2015-09-06
10296,2015-09-05
11152,2015-09-04
12008,2015-09-03
12864,2015-09-02
13720,2015-09-01
14576,2015-08-31
15432,2015-08-30
16288,2015-08-29
17144,2015-08-28
18000,2015-08-27
18856,2015-08-26
19712,2015-08-25
20568,2015-08-24
21424,2015-08-23
22280,2015-08-22
23136,2015-08-21
23992,2015-08-20
24848,2015-08-19
25704,2015-08-18
26560,2015-08-17
27416,2015-08-16
28272,2015-08-15
29128,2015-08-14
29984,2015-08-13
30840,2015-08-12
31696,2015-08-11
32552,2015-08-10
33408,2015-08-09
34264,2015-08-08
35120,2015-08-07
35976,2015-08-06
36832,2015-08-05
37688,2015-08-04
38544,2015-08-03
39400,2015-08-02
40256,2015-08-01
25,2015-09-17
881,2015-09-16
1737,2015-09-15
2593,2015-09-14
3449,2015-09-13
4305,2015-09-12
5161,2015-09-11
6017,2015-09-10
6873,2015-09-09
7729,2015-09-08
8585,2015-09-07
9441,2015-09-06
10297,2015-09-05
11153,2015-09-04
12009,2015-09-03
12865,2015-09-02
13721,2015-09-01
14577,2015-08-31
15433,2015-08-30
16289,2015-08-29
17145,2015-08-28
18001,2015-08-27
18857,2015-08-26
19713,2015-08-25
20569,2015-08-24
21425,2015-08-23
22281,2015-08-22
23137,2015-08-21
23993,2015-08-20
24849,2015-08-19
25705,2015-08-18
26561,2015-08-17
27417,2015-08-16
28273,2015-08-15
29129,2015-08-14
29985,2015-08-13
30841,2015-08-12
31697,2015-08-11
32553,2015-08-10
33409,2015-08-09
34265,2015-08-08
35121,2015-08-07
35977,2015-08-06
36833,2015-08-05
37689,2015-08-04
38545,2015-08-03
39401,2015-08-02
40257,2015-08-01
26,2015-09-17
882,2015-09-16
1738,2015-09-15
2594,2015-09-14
3450,2015-09-13
4306,2015-09-12
5162,2015-09-11
6018,2015-09-10
6874,2015-09-09
7730,2015-09-08
8586,2015-09-07
9442,2015-09-06
10298,2015-09-05
11154,2015-09-04
12010,2015-09-03
12866,2015-09-02
13722,2015-09-01
14578,2015-08-31
15434,2015-08-30
16290,2015-08-29
17146,2015-08-28
18002,2015-08-27
18858,2015-08-26
19714,2015-08-25
20570,2015-08-24
21426,2015-08-23
22282,2015-08-22
23138,2015-08-21
23994,2015-08-20
24850,2015-08-19
25706,2015-08-18
26562,2015-08-17
27418,2015-08-16
28274,2015-08-15
29130,2015-08-14
29986,2015-08-13
30842,2015-08-12
31698,2015-08-11
32554,2015-08-10
33410,2015-08-09
34266,2015-08-08
35122,2015-08-07
35978,2015-08-06
36834,2015-08-05
37690,2015-08-04
38546,2015-08-03
39402,2015-08-02
40258,2015-08-01
27,2015-09-17
883,2015-09-16
1739,2015-09-15
2595,2015-09-14
3451,2015-09-13
4307,2015-09-12
5163,2015-09-11
6019,2015-09-10
6875,2015-09-09
7731,2015-09-08
8587,2015-09-07
9443,2015-09-06
10299,2015-09-05
11155,2015-09-04
12011,2015-09-03
12867,2015-09-02
13723,2015-09-01
14579,2015-08-31
15435,2015-08-30
16291,2015-08-29
17147,2015-08-28
18003,2015-08-27
18859,2015-08-26
19715,2015-08-25
20571,2015-08-24
21427,2015-08-23
22283,2015-08-22
23139,2015-08-21
23995,2015-08-20
24851,2015-08-19
25707,2015-08-18
26563,2015-08-17
27419,2015-08-16
28275,2015-08-15
29131,2015-08-14
29987,2015-08-13
30843,2015-08-12
31699,2015-08-11
32555,2015-08-10
33411,2015-08-09
34267,2015-08-08
35123,2015-08-07
35979,2015-08-06
36835,2015-08-05
37691,2015-08-04
38547,2015-08-03
39403,2015-08-02
40259,2015-08-01
28,2015-09-17
884,2015-09-16
1740,2015-09-15
2596,2015-09-14
3452,2015-09-13
4308,2015-09-12
5164,2015-09-11
6020,2015-09-10
6876,2015-09-09
7732,2015-09-08
8588,2015-09-07
9444,2015-09-06
10300,2015-09-05
11156,2015-09-04
12012,2015-09-03
12868,2015-09-02
13724,2015-09-01
14580,2015-08-31
15436,2015-08-30
16292,2015-08-29
17148,2015-08-28
18004,2015-08-27
18860,2015-08-26
19716,2015-08-25
20572,2015-08-24
21428,2015-08-23
22284,2015-08-22
23140,2015-08-21
23996,2015-08-20
24852,2015-08-19
25708,2015-08-18
26564,2015-08-17
27420,2015-08-16
28276,2015-08-15
29132,2015-08-14
29988,2015-08-13
30844,2015-08-12
31700,2015-08-11
32556,2015-08-10
33412,2015-08-09
34268,2015-08-08
35124,2015-08-07
35980,2015-08-06
36836,2015-08-05
37692,2015-08-04
38548,2015-08-03
39404,2015-08-02
40260,2015-08-01
29,2015-09-17
885,2015-09-16
1741,2015-09-15
2597,2015-09-14
3453,2015-09-13
4309,2015-09-12
5165,2015-09-11
6021,2015-09-10
6877,2015-09-09
7733,2015-09-08
8589,2015-09-07
9445,2015-09-06
10301,2015-09-05
11157,2015-09-04
12013,2015-09-03
12869,2015-09-02
13725,2015-09-01
14581,2015-08-31
15437,2015-08-30
16293,2015-08-29
17149,2015-08-28
18005,2015-08-27
18861,2015-08-26
19717,2015-08-25
20573,2015-08-24
21429,2015-08-23
22285,2015-08-22
23141,2015-08-21
23997,2015-08-20
24853,2015-08-19
25709,2015-08-18
26565,2015-08-17
27421,2015-08-16
28277,2015-08-15
29133,2015-08-14
29989,2015-08-13
30845,2015-08-12
31701,2015-08-11
32557,2015-08-10
33413,2015-08-09
34269,2015-08-08
35125,2015-08-07
35981,2015-08-06
36837,2015-08-05
37693,2015-08-04
38549,2015-08-03
39405,2015-08-02
40261,2015-08-01
30,2015-09-17
886,2015-09-16
1742,2015-09-15
2598,2015-09-14
3454,2015-09-13
4310,2015-09-12
5166,2015-09-11
6022,2015-09-10
6878,2015-09-09
7734,2015-09-08
8590,2015-09-07
9446,2015-09-06
